Bag Barcode,Batch No,Entry Date,Shift,Machine,Part No / Code,Bag Type,Weight (kg),Approx Qty,Sheet Status,Trim Required (Part Master),Trim Logged?,Inspection Logged?,Packing Logged?,Current Lifecycle Status,Next Stage / Availability
"1030926A-R01","1030926A","2026-09-03","A","HSIM - 05","A710","RUNNER",2.21,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1030926A-REJ-112309","1030926A","2026-09-03","A","HSIM - 05","A710","PART",0.081,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1030926A-LUMP-112309","1030926A","2026-09-03","A","HSIM - 05","A710","PART",0.018,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28030926A-002","28030926A","2026-09-03","A","VIM - 02","2200","PART",4.86,2597,"INSPECTED",YES,NO,NO,NO,"INSPECTED","Ready for Packing Stage"
"28030926A-003","28030926A","2026-09-03","A","VIM - 02","2200","PART",3.43,1833,"TRIMMED",YES,NO,NO,NO,"TRIMMED","Ready for Inspection Stage"
"B1030926A-001","B1030926A","2026-09-03","A","HSIM - 04","BH-DIA 16 - MAA","PART",6.09,4911,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1030926A-002","B1030926A","2026-09-03","A","HSIM - 04","BH-DIA 16 - MAA","PART",5.72,4613,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1030926A-R01","B1030926A","2026-09-03","A","HSIM - 04","BH-DIA 16 - MAA","RUNNER",5.78,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1030926A-R02","B1030926A","2026-09-03","A","HSIM - 04","BH-DIA 16 - MAA","RUNNER",3.39,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1030926A-REJ-114039","B1030926A","2026-09-03","A","HSIM - 04","BH-DIA 16 - MAA","PART",0.054,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28030926A-004","28030926A","2026-09-03","A","VIM - 02","2200","PART",2.56,1580,"TRIMMED",YES,NO,NO,NO,"TRIMMED","Ready for Inspection Stage"
"28030926A-REJ-115713","28030926A","2026-09-03","A","VIM - 02","2200","PART",0.36,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"B1030926B-001","B1030926B","2026-09-03","B","HSIM - 04","BH-DIA 16 - MAA","PART",7.01,5653,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1030926B-002","B1030926B","2026-09-03","B","HSIM - 04","BH-DIA 16 - MAA","PART",4.58,3694,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1030926B-R01","B1030926B","2026-09-03","B","HSIM - 04","BH-DIA 16 - MAA","RUNNER",6.42,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1030926B-R02","B1030926B","2026-09-03","B","HSIM - 04","BH-DIA 16 - MAA","RUNNER",2.51,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1030926B-REJ-115930","B1030926B","2026-09-03","B","HSIM - 04","BH-DIA 16 - MAA","PART",0.004,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10040926A-001","10040926A","2026-09-04","A","HSIM - 01","AA02 Y","PART",6.18,3531,"INSPECTED",YES,NO,NO,NO,"INSPECTED","Ready for Packing Stage"
"10040926A-002","10040926A","2026-09-04","A","HSIM - 01","AA02 Y","PART",1.67,954,"INSPECTED",YES,NO,NO,NO,"INSPECTED","Ready for Packing Stage"
"10040926A-R01","10040926A","2026-09-04","A","HSIM - 01","AA02 Y","RUNNER",3.11,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"10040926A-REJ-112228","10040926A","2026-09-04","A","HSIM - 01","AA02 Y","PART",0.087,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"P2040926A-001","P2040926A","2026-09-04","A","HSIM - 03","PUNE S","PART",4.45,4279,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"P2040926A-R01","P2040926A","2026-09-04","A","HSIM - 03","PUNE S","PART",4.07,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"P2040926A-REJ-112703","P2040926A","2026-09-04","A","HSIM - 03","PUNE S","PART",0.176,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"B1040926A-001","B1040926A","2026-09-04","A","HSIM - 04","BH-DIA 16 - MAA","PART",6.6,5323,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1040926A-002","B1040926A","2026-09-04","A","HSIM - 04","BH-DIA 16 - MAA","PART",5.38,4339,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1040926A-003","B1040926A","2026-09-04","A","HSIM - 04","BH-DIA 16 - MAA","PART",4.64,3742,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1040926A-R01","B1040926A","2026-09-04","A","HSIM - 04","BH-DIA 16 - MAA","RUNNER",5.17,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1040926A-R02","B1040926A","2026-09-04","A","HSIM - 04","BH-DIA 16 - MAA","RUNNER",4.15,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1040926A-R03","B1040926A","2026-09-04","A","HSIM - 04","BH-DIA 16 - MAA","RUNNER",3.59,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1040926A-REJ-113235","B1040926A","2026-09-04","A","HSIM - 04","BH-DIA 16 - MAA","PART",0.002,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-001","1040926A","2026-09-04","A","HSIM - 05","A710","PART",9.32,1621,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-002","1040926A","2026-09-04","A","HSIM - 05","A710","PART",9.28,1614,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-003","1040926A","2026-09-04","A","HSIM - 05","A710","PART",7.82,1360,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-004","1040926A","2026-09-04","A","HSIM - 05","A710","PART",8.92,1551,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-005","1040926A","2026-09-04","A","HSIM - 05","A710","PART",8.08,1405,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-006","1040926A","2026-09-04","A","HSIM - 05","A710","PART",4.66,810,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-R01","1040926A","2026-09-04","A","HSIM - 05","A710","RUNNER",5.19,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1040926A-R02","1040926A","2026-09-04","A","HSIM - 05","A710","RUNNER",2.94,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1040926A-R03","1040926A","2026-09-04","A","HSIM - 05","A710","RUNNER",3.84,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1040926A-R04","1040926A","2026-09-04","A","HSIM - 05","A710","RUNNER",4.3,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1040926A-REJ-121140","1040926A","2026-09-04","A","HSIM - 05","A710","PART",0.046,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926A-LUMP-121140","1040926A","2026-09-04","A","HSIM - 05","A710","PART",0.036,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926B-001","1040926B","2026-09-04","B","HSIM - 05","A710","PART",8.6,1496,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926B-002","1040926B","2026-09-04","B","HSIM - 05","A710","PART",7.58,1318,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926B-003","1040926B","2026-09-04","B","HSIM - 05","A710","PART",2.74,477,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1040926B-R01","1040926B","2026-09-04","B","HSIM - 05","A710","RUNNER",5.47,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1040926B-R02","1040926B","2026-09-04","B","HSIM - 05","A710","RUNNER",1.07,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1040926B-REJ-121302","1040926B","2026-09-04","B","HSIM - 05","A710","PART",0.379,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"16040926A-001","16040926A","2026-09-04","A","VSIM - 01","AA03","PART",5.12,1410,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"16040926A-002","16040926A","2026-09-04","A","VSIM - 01","AA03","PART",2.16,595,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"16040926A-R01","16040926A","2026-09-04","A","VSIM - 01","AA03","RUNNER",1.95,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"16040926A-REJ-121744","16040926A","2026-09-04","A","VSIM - 01","AA03","PART",0.065,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28040926A-001","28040926A","2026-09-04","A","VIM - 02","2200","PART",5.32,2902,"TRIMMED",YES,NO,NO,NO,"TRIMMED","Ready for Inspection Stage"
"28040926A-002","28040926A","2026-09-04","A","VIM - 02","2200","PART",4.15,2264,"TRIMMED",YES,NO,NO,NO,"TRIMMED","Ready for Inspection Stage"
"28040926A-003","28040926A","2026-09-04","A","VIM - 02","2200","PART",1.72,1062,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28040926A-REJ-122219","28040926A","2026-09-04","A","VIM - 02","2200","PART",0.179,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"9040926B-001","9040926B","2026-09-04","B","HSIM - 02","AN6B","PART",4.37,1844,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"9040926B-R01","9040926B","2026-09-04","B","HSIM - 02","AN6B","RUNNER",1.69,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"9040926B-REJ-123133","9040926B","2026-09-04","B","HSIM - 02","AN6B","PART",0.176,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"9040926A-001","9040926A","2026-09-04","A","HSIM - 02","AN6B","PART",8.28,3494,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"9040926A-002","9040926A","2026-09-04","A","HSIM - 02","AN6B","PART",2.59,1093,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"9040926A-R01","9040926A","2026-09-04","A","HSIM - 02","AN6B","RUNNER",3.92,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"9040926A-REJ-125639","9040926A","2026-09-04","A","HSIM - 02","AN6B","PART",0.288,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"16050926A-001","16050926A","2026-09-05","A","VSIM - 01","AA03","PART",5.62,1548,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"16050926A-002","16050926A","2026-09-05","A","VSIM - 01","AA03","PART",6.22,1713,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"16050926A-003","16050926A","2026-09-05","A","VSIM - 01","AA03","PART",2.32,639,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"16050926A-R01","16050926A","2026-09-05","A","VSIM - 01","AA03","RUNNER",3.65,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"16050926A-REJ-114901","16050926A","2026-09-05","A","VSIM - 01","AA03","PART",0.04,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"16050926A-LUMP-114903","16050926A","2026-09-05","A","VSIM - 01","AA03","PART",0.004,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10050926A-001","10050926A","2026-09-05","A","HSIM - 01","AA02 Y","PART",8.01,4577,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10050926A-002","10050926A","2026-09-05","A","HSIM - 01","AA02 Y","PART",5.7,3257,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10050926A-R01","10050926A","2026-09-05","A","HSIM - 01","AA02 Y","RUNNER",5.47,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"10050926A-REJ-115923","10050926A","2026-09-05","A","HSIM - 01","AA02 Y","PART",0.012,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10050926B-001","10050926B","2026-09-05","B","HSIM - 01","AA02 Y","PART",8.74,4994,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10050926B-002","10050926B","2026-09-05","B","HSIM - 01","AA02 Y","PART",1.82,1040,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10050926B-R01","10050926B","2026-09-05","B","HSIM - 01","AA02 Y","RUNNER",4.11,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"9050926A-001","9050926A","2026-09-05","A","HSIM - 02","AN6B","PART",1.15,485,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"9050926A-R01","9050926A","2026-09-05","A","HSIM - 02","AN6B","RUNNER",0.43,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"9050926A-REJ-120342","9050926A","2026-09-05","A","HSIM - 02","AN6B","PART",0.004,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"12050926A-001","12050926A","2026-09-05","A","HSIM - 02","UGKCA","PART",5.27,3373,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"12050926A-002","12050926A","2026-09-05","A","HSIM - 02","UGKCA","PART",6.38,4083,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"12050926A-REJ-120451","12050926A","2026-09-05","A","HSIM - 02","UGKCA","PART",0.025,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"B1050926A-001","B1050926A","2026-09-05","A","HSIM - 04","BH-DIA 16 - MAA","PART",6.9,5565,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"B1050926A-R01","B1050926A","2026-09-05","A","HSIM - 04","BH-DIA 16 - MAA","RUNNER",4.51,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"B1050926A-R02","B1050926A","2026-09-05","A","HSIM - 04","BH-DIA 16 - MAA","RUNNER",0.84,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"25050926A-001","25050926A","2026-09-05","A","HSIM - 04","NCBB","PART",3.88,653,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926A-002","25050926A","2026-09-05","A","HSIM - 04","NCBB","PART",4.41,742,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926A-003","25050926A","2026-09-05","A","HSIM - 04","NCBB","PART",4.3,724,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926A-004","25050926A","2026-09-05","A","HSIM - 04","NCBB","PART",4.56,768,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926A-R01","25050926A","2026-09-05","A","HSIM - 04","NCBB","RUNNER",2.01,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"25050926A-REJ-120819","25050926A","2026-09-05","A","HSIM - 04","NCBB","PART",0.015,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25050926B-001","25050926B","2026-09-05","B","HSIM - 04","NCBB","PART",4.12,694,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926B-002","25050926B","2026-09-05","B","HSIM - 04","NCBB","PART",4.57,769,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926B-003","25050926B","2026-09-05","B","HSIM - 04","NCBB","PART",3.93,662,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926B-004","25050926B","2026-09-05","B","HSIM - 04","NCBB","PART",4.12,694,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926B-005","25050926B","2026-09-05","B","HSIM - 04","NCBB","PART",4.24,714,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926B-006","25050926B","2026-09-05","B","HSIM - 04","NCBB","PART",4.79,806,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926B-007","25050926B","2026-09-05","B","HSIM - 04","NCBB","PART",4.71,793,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25050926B-R01","25050926B","2026-09-05","B","HSIM - 04","NCBB","RUNNER",3.56,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"P2050926A-001","P2050926A","2026-09-05","A","HSIM - 03","PUNE S","PART",3.7,3775,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"P2050926A-R01","P2050926A","2026-09-05","A","HSIM - 03","PUNE S","RUNNER",3.3,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"28050926A-001","28050926A","2026-09-05","A","VIM - 02","2200","PART",5.12,2731,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28050926A-002","28050926A","2026-09-05","A","VIM - 02","2200","PART",4.36,2325,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28050926A-003","28050926A","2026-09-05","A","VIM - 02","2200","PART",1.75,933,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28050926A-REJ-124226","28050926A","2026-09-05","A","VIM - 02","2200","PART",0.197,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1050926A-001","1050926A","2026-09-05","A","HSIM - 05","A710","PART",8.79,1529,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1050926A-002","1050926A","2026-09-05","A","HSIM - 05","A710","PART",9.46,1645,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1050926A-003","1050926A","2026-09-05","A","HSIM - 05","A710","PART",8.65,1504,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1050926A-004","1050926A","2026-09-05","A","HSIM - 05","A710","PART",5.08,883,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10070926A-REJ-095920","10070926A","2026-09-07","A","HSIM - 01","AA02 Y","PART",0.07,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1050926A-R02","1050926A","2026-09-05","A","HSIM - 05","A710","RUNNER",4.65,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1050926A-R03","1050926A","2026-09-05","A","HSIM - 05","A710","RUNNER",2.36,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"1050926A-REJ-125429","1050926A","2026-09-05","A","HSIM - 05","A710","PART",0.0167,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"1050926A-LUMP-125429","1050926A","2026-09-05","A","HSIM - 05","A710","PART",0.091,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10070926A-921","10070926A","2026-09-07","A","HSIM - 01","AA02 Y","PART",7.07,4040,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10070926A-922","10070926A","2026-09-07","A","HSIM - 01","AA02 Y","PART",1.22,697,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"10070926A-R01","10070926A","2026-09-07","A","HSIM - 01","AA02 Y","RUNNER",3.36,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"28070926A-001","28070926A","2026-09-07","A","VIM - 02","2200","PART",5.26,2805,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28070926A-002","28070926A","2026-09-07","A","VIM - 02","2200","PART",3.17,1691,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"28070926A-003","28070926A","2026-09-07","A","VIM - 02","2200","PART",1.72,917,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"22280826A-001","22280826A","2026-08-28","A","VSIM - 01","VW DIA 16 - HW773A","PART",7.57,6308,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"22280826A-002","22280826A","2026-08-28","A","VSIM - 01","VW DIA 16 - HW773A","PART",4.42,3683,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"22280826A-R01","22280826A","2026-08-28","A","VSIM - 01","VW DIA 16 - HW773A","RUNNER",3.84,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"25070926A-001","25070926A","2026-09-07","A","HSIM - 04","NCBB","PART",3.81,615,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25070926A-002","25070926A","2026-09-07","A","HSIM - 04","NCBB","PART",4.07,656,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25070926A-003","25070926A","2026-09-07","A","HSIM - 04","NCBB","PART",3.56,574,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25070926A-004","25070926A","2026-09-07","A","HSIM - 04","NCBB","PART",4.28,690,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25070926A-005","25070926A","2026-09-07","A","HSIM - 04","NCBB","PART",4.546,733,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"25070926A-006","25070926A","2026-09-07","A","HSIM - 04","NCBB","PART",4.48,723,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926A-007","25070926A","2026-09-07","A","HSIM - 04","NCBB","PART",2.05,331,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926A-R01","25070926A","2026-09-07","A","HSIM - 04","NCBB","RUNNER",2.95,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"25070926B-001","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.55,573,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-002","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.97,640,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-003","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.85,621,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-004","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.67,592,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-005","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.91,631,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-006","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.88,626,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-007","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.4,548,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-008","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",3.19,515,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"25070926B-R01","25070926B","2026-09-07","B","HSIM - 04","NCBB","RUNNER",3.62,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"25070926B-REJ-122415","25070926B","2026-09-07","B","HSIM - 04","NCBB","PART",0.074,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"2070926B-001","2070926B","2026-09-07","B","HSIM - 05","F364 16C","PART",7,2389,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"2070926B-002","2070926B","2026-09-07","B","HSIM - 05","F364 16C","PART",7.42,2532,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"2070926B-003","2070926B","2026-09-07","B","HSIM - 05","F364 16C","PART",2.52,860,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"2070926B-R01","2070926B","2026-09-07","B","HSIM - 05","F364 16C","RUNNER",4.92,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"2070926A-001","2070926A","2026-09-07","A","HSIM - 05","F364 16C","PART",8.95,2983,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"2070926A-002","2070926A","2026-09-07","A","HSIM - 05","F364 16C","PART",7.39,2463,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"2070926A-003","2070926A","2026-09-07","A","HSIM - 05","F364 16C","PART",7.59,2530,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"2070926A-R01","2070926A","2026-09-07","A","HSIM - 05","F364 16C","RUNNER",2.51,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"2070926A-R02","2070926A","2026-09-07","A","HSIM - 05","F364 16C","RUNNER",4.3,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"2070926A-REJ-141745","2070926A","2026-09-07","A","HSIM - 05","F364 16C","PART",0.036,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"16070926A-001","16070926A","2026-09-07","A","VSIM - 01","AA03","PART",6.76,1862,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"16070926A-002","16070926A","2026-09-07","A","VSIM - 01","AA03","PART",5.94,1636,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"16070926A-003","16070926A","2026-09-07","A","VSIM - 01","AA03","PART",4.81,1325,"OPEN",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"16070926A-R01","16070926A","2026-09-07","A","VSIM - 01","AA03","RUNNER",4.55,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"16070926A-REJ-142511","16070926A","2026-09-07","A","VSIM - 01","AA03","PART",0.119,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
"W18080926A-001","W18080926A","2026-09-08","A","VIM - 02","ATBAB","PART",2.85,785,"PACKED",YES,NO,NO,NO,"PACKED","Completed / Ready for Dispatch"
"W18080926A-R01","W18080926A","2026-09-08","A","VIM - 02","ATBAB","RUNNER",0.31,0,"OPEN",YES,NO,NO,NO,"OPEN","Runner Scrap Weighment"
"W18080926A-REJ-111104","W18080926A","2026-09-08","A","VIM - 02","ATBAB","PART",0.202,0,"N/A",YES,NO,NO,NO,"OPEN","🟢 Ready for Trimming Stage"
